n,auc,brier,base_rate,mean_predicted,accuracy,positive_prediction_rate
11910.0,0.6732762054271997,0.09403561818260671,0.10848026868178001,0.10173570099927097,0.8909319899244332,0.0009235936188077246
12674.0,0.6700880309477595,0.09241725139555465,0.10667508284677292,0.10142392122564067,0.8924569985797696,0.00165693545841881
12987.0,0.6685077495559926,0.09256871945371727,0.10633710633710634,0.10653417360810136,0.8927388927388927,0.002464002464002464
14129.0,0.6768431973430391,0.09069108119836777,0.10510297968716824,0.10689240998920112,0.8943308089744497,0.0022648453535282042
14720.0,0.666292545815828,0.09163404485139294,0.10482336956521739,0.1029236786980688,0.8949728260869565,0.0015625
15020.0,0.6775521544072282,0.08883426799994228,0.10179760319573901,0.10164771024191982,0.8975366178428762,0.0017310252996005327
