window_id,psi_drift_count,psi_alert_count,psi_evaluable,psi_drift_share,psi_alert_share,psi_max_statistic,psi_fired,ks_drift_count,ks_alert_count,ks_evaluable,ks_drift_share,ks_alert_share,ks_max_statistic,ks_fired,wasserstein_drift_count,wasserstein_alert_count,wasserstein_evaluable,wasserstein_drift_share,wasserstein_alert_share,wasserstein_max_statistic,wasserstein_fired,kl_drift_count,kl_alert_count,kl_evaluable,kl_drift_share,kl_alert_share,kl_max_statistic,kl_fired,prediction_psi,prediction_psi_p,prediction_fired,mean_prediction,multivariate_auc,multivariate_p,multivariate_fired
2014-11,1,0,28,0.03571428571428571,0.0,0.225183800503617,True,8,1,28,0.2857142857142857,0.03571428571428571,0.1808339232836641,True,12,1,28,0.42857142857142855,0.03571428571428571,0.31367266134800675,True,1,0,28,0.03571428571428571,0.0,0.11153141658562499,True,0.01680858025839669,5.446306692518845e-64,False,0.09849495190229493,0.7448994687499999,0.02,True
2014-12,1,1,28,0.03571428571428571,0.03571428571428571,0.3261660232406466,True,13,1,28,0.4642857142857143,0.03571428571428571,0.21495811161201794,True,18,1,28,0.6428571428571429,0.03571428571428571,0.3989128572774227,True,1,1,28,0.03571428571428571,0.03571428571428571,0.16679941264286738,True,0.06454237579918005,2.2845363981286467e-121,False,0.09116626751644316,0.754256375,0.02,True
2015-01,1,1,28,0.03571428571428571,0.03571428571428571,0.2587337877024344,True,9,1,28,0.32142857142857145,0.03571428571428571,0.1839957802593173,True,11,2,28,0.39285714285714285,0.07142857142857142,0.3227484117595982,True,1,1,28,0.03571428571428571,0.03571428571428571,0.13056483212445397,True,0.017320962218361907,6.573508798572806e-86,False,0.09981429665086068,0.7665110312500001,0.02,True
2015-02,1,1,28,0.03571428571428571,0.03571428571428571,0.2618447297275659,True,13,1,28,0.4642857142857143,0.03571428571428571,0.20195237306108882,True,16,1,28,0.5714285714285714,0.03571428571428571,0.3943387678822844,True,1,1,28,0.03571428571428571,0.03571428571428571,0.13318393904311127,True,0.03879346308163976,7.510811153104047e-148,False,0.09585940288241533,0.75768453125,0.02,True
2015-03,1,1,28,0.03571428571428571,0.03571428571428571,0.2782282787618859,True,10,1,28,0.35714285714285715,0.03571428571428571,0.20011132295840223,True,11,3,28,0.39285714285714285,0.10714285714285714,0.38448901849026584,True,1,1,28,0.03571428571428571,0.03571428571428571,0.13593646054023747,True,0.028634875053071707,1.2605273227716128e-113,False,0.09799570770596676,0.774953875,0.02,True
2015-04,1,1,28,0.03571428571428571,0.03571428571428571,0.2738382819000532,True,13,1,28,0.4642857142857143,0.03571428571428571,0.19259138461651937,True,13,2,28,0.4642857142857143,0.07142857142857142,0.380464659030433,True,1,1,28,0.03571428571428571,0.03571428571428571,0.1358948463000816,True,0.0347214001225854,1.0314976173121719e-178,False,0.09726663643268818,0.7732395000000001,0.02,True
2015-05,1,1,28,0.03571428571428571,0.03571428571428571,0.2895432887187828,True,14,2,28,0.5,0.07142857142857142,0.19791676644883677,True,16,2,28,0.5714285714285714,0.07142857142857142,0.39038504951236025,True,1,1,28,0.03571428571428571,0.03571428571428571,0.14461577823445815,True,0.043602252563942415,1.9746008777234452e-209,False,0.09828768157377095,0.7790179374999999,0.02,True
2015-06,1,1,28,0.03571428571428571,0.03571428571428571,0.29288342907019366,True,15,1,28,0.5357142857142857,0.03571428571428571,0.1944350794872564,True,15,2,28,0.5357142857142857,0.07142857142857142,0.3901915205075429,True,1,1,28,0.03571428571428571,0.03571428571428571,0.14416426014305245,True,0.0347792218110743,3.4320559850185218e-152,False,0.09852504736191665,0.7646739375,0.02,True
2015-07,1,1,28,0.03571428571428571,0.03571428571428571,0.296719569291106,True,15,3,28,0.5357142857142857,0.10714285714285714,0.1996469167234674,True,17,3,28,0.6071428571428571,0.10714285714285714,0.40257344470190093,True,1,1,28,0.03571428571428571,0.03571428571428571,0.14441930169665967,True,0.0343849987686751,1.0616185005416648e-211,False,0.09684775476252777,0.7800058750000001,0.02,True
2015-08,1,1,28,0.03571428571428571,0.03571428571428571,0.32373408462848297,True,14,2,28,0.5,0.07142857142857142,0.21307265150492388,True,18,1,28,0.6428571428571429,0.03571428571428571,0.42794536921687115,True,1,1,28,0.03571428571428571,0.03571428571428571,0.15650044429489673,True,0.0465412968483419,7.291445426155642e-244,False,0.09405974885996696,0.7704226875,0.02,True
2015-09,1,1,28,0.03571428571428571,0.03571428571428571,0.3196611630205194,True,15,2,28,0.5357142857142857,0.07142857142857142,0.2067150629303109,True,20,3,28,0.7142857142857143,0.10714285714285714,0.4129125592556885,True,1,1,28,0.03571428571428571,0.03571428571428571,0.15481608163329494,True,0.04121650946903294,3.422842007710804e-182,False,0.09558856403529152,0.78098028125,0.02,True
2015-10,1,1,28,0.03571428571428571,0.03571428571428571,0.3896325651861129,True,14,1,28,0.5,0.03571428571428571,0.24150671137028495,True,18,2,28,0.6428571428571429,0.07142857142857142,0.4949905389829393,True,1,1,28,0.03571428571428571,0.03571428571428571,0.18658853740068632,True,0.06339155508294042,0.0,False,0.0905557823433722,0.7688435625,0.02,True
2015-11,1,1,28,0.03571428571428571,0.03571428571428571,0.4323123124299386,True,15,4,28,0.5357142857142857,0.14285714285714285,0.2743652654824405,True,20,3,28,0.7142857142857143,0.10714285714285714,0.5194266352239996,True,1,1,28,0.03571428571428571,0.03571428571428571,0.19878210847849248,True,0.06127155457913869,0.0,False,0.09041923021739194,0.7831550625,0.02,True
2015-12,1,1,28,0.03571428571428571,0.03571428571428571,0.37840990072263486,True,15,6,28,0.5357142857142857,0.21428571428571427,0.25917818370208984,True,19,4,28,0.6785714285714286,0.14285714285714285,0.49597285202598757,True,1,1,28,0.03571428571428571,0.03571428571428571,0.17881303459065193,True,0.05916710016311035,0.0,False,0.09212710812333227,0.7744493125,0.02,True
2016-01,1,1,28,0.03571428571428571,0.03571428571428571,0.37211101338611074,True,22,9,28,0.7857142857142857,0.32142857142857145,0.2563983326083655,True,24,6,28,0.8571428571428571,0.21428571428571427,0.49558531862998906,True,1,1,28,0.03571428571428571,0.03571428571428571,0.18786853441149673,True,0.08704727390503088,0.0,False,0.09078938438829844,0.7983466250000001,0.02,True
2016-02,1,1,28,0.03571428571428571,0.03571428571428571,0.2939429466243755,True,18,6,28,0.6428571428571429,0.21428571428571427,0.2357786340967446,True,22,4,28,0.7857142857142857,0.14285714285714285,0.44303258056113487,True,1,1,28,0.03571428571428571,0.03571428571428571,0.14828963899311023,True,0.057587290877350275,0.0,False,0.09406741603988472,0.7888758750000001,0.02,True
2016-03,1,1,28,0.03571428571428571,0.03571428571428571,0.3055904857715477,True,18,6,28,0.6428571428571429,0.21428571428571427,0.23219743830308542,True,21,6,28,0.75,0.21428571428571427,0.44899078046826857,True,1,1,28,0.03571428571428571,0.03571428571428571,0.16023810693887736,True,0.0822976262013052,0.0,False,0.09622034067469422,0.7959025312500001,0.02,True
2016-04,3,1,28,0.10714285714285714,0.03571428571428571,0.30860904574623155,True,19,6,28,0.6785714285714286,0.21428571428571427,0.22491057430890443,True,21,6,28,0.75,0.21428571428571427,0.47177272011159516,True,3,1,28,0.10714285714285714,0.03571428571428571,0.1633745821018213,True,0.08383013059596842,0.0,False,0.0935250006678576,0.78610525,0.02,True
2016-05,3,1,28,0.10714285714285714,0.03571428571428571,0.32159824894149824,True,19,5,28,0.6785714285714286,0.17857142857142858,0.24857440338941483,True,20,7,28,0.7142857142857143,0.25,0.459450538152251,True,3,1,28,0.10714285714285714,0.03571428571428571,0.16815616316004173,True,0.07120109898724453,0.0,False,0.09521798759414578,0.79574446875,0.02,True
2016-06,4,1,28,0.14285714285714285,0.03571428571428571,0.4103880200597456,True,20,6,28,0.7142857142857143,0.21428571428571427,0.27431868980775553,True,21,6,28,0.75,0.21428571428571427,0.46894577331577036,True,4,1,28,0.14285714285714285,0.03571428571428571,0.19385543357599144,True,0.08942549652442246,0.0,False,0.0897341001599732,0.77799490625,0.02,True
2016-07,3,1,28,0.10714285714285714,0.03571428571428571,0.7314787059945622,True,18,6,28,0.6428571428571429,0.21428571428571427,0.1751499439645977,True,20,6,28,0.7142857142857143,0.21428571428571427,0.35649175511075853,True,3,1,28,0.10714285714285714,0.03571428571428571,0.1451113638308665,True,0.015219099391936528,2.9643738709586925e-74,False,0.10311597245832936,0.79074421875,0.02,True
2016-08,1,1,28,0.03571428571428571,0.03571428571428571,0.7658566186117219,True,17,6,28,0.6071428571428571,0.21428571428571427,0.19729427905203584,True,19,7,28,0.6785714285714286,0.25,0.3213576717157225,True,1,1,28,0.03571428571428571,0.03571428571428571,0.16397563232606974,True,0.022458624769164715,1.2934032413364494e-115,False,0.102131228053521,0.7850514375,0.02,True
2016-09,4,1,28,0.14285714285714285,0.03571428571428571,0.7135585435850624,True,19,5,28,0.6785714285714286,0.17857142857142858,0.16168849146293385,True,22,6,28,0.7857142857142857,0.21428571428571427,0.379077225682701,True,4,1,28,0.14285714285714285,0.03571428571428571,0.13583140467854318,True,0.01925498486985769,3.5731585796263e-81,False,0.10289523610055813,0.7787380625,0.02,True
2016-10,4,0,28,0.14285714285714285,0.0,0.19862748747561493,True,21,5,28,0.75,0.17857142857142858,0.1796215433918984,True,22,6,28,0.7857142857142857,0.21428571428571427,0.38020807546808044,True,4,0,28,0.14285714285714285,0.0,0.09295938624938695,True,0.028193513183707136,4.857353479201623e-136,False,0.09937205284342043,0.78636203125,0.02,True
2016-11,1,1,28,0.03571428571428571,0.03571428571428571,0.2695508858135171,True,20,6,28,0.7142857142857143,0.21428571428571427,0.18164079461201937,True,24,6,28,0.8571428571428571,0.21428571428571427,0.2901544838031944,True,1,1,28,0.03571428571428571,0.03571428571428571,0.13805967627020904,True,0.016125849004999342,8.842283828144835e-79,False,0.09969088936117623,0.8034453750000001,0.02,True
